scenario_id,style_axis,model_id,encoder_id,interior_calibration_error,mean_off_axis_drift,endpoint_separation,length_target_correlation,early_overshoot,late_under_response,non_monotonic_reversal,near_constant_response,out_of_range_extrapolation,path_length_ratio,endpoint_pc1_abs_cosine,endpoint_collapse,high_off_axis_drift,curved_trajectory,length_dominated_control,content_style_entanglement,case_label,failure_type,target_ratio,generated_text
concision_detail_011,concision_detail,qwen35_35b_a3b,multilingual_e5_large_instruct,0.38824247934387524,0.8119145278519186,0.13983877106462497,0.6539784217704622,True,True,True,False,True,5.838524391834457,0.6120315161203954,True,False,True,False,False,positive,early_overshoot,0.5,城市垃圾分类主要包含可回收物、有害垃圾、厨余垃圾和其他垃圾四类。可回收物需清洁干燥后投放，有害垃圾如电池须单独收集以防污染，厨余垃圾要沥干水分后投入专用桶，其他垃圾则作为最后处理对象。分类投放能有效提升资源利用率，减少环境负担，是每个市民应尽的责任，请严格按照标识将垃圾投入对应颜色的垃圾桶内，共同维护城市清洁。
objectivity_cat_031,objectivity_cat,qwen35_35b_a3b,multilingual_e5_large_instruct,0.3760416435131923,0.41161010322996516,0.37171850414390717,-0.23297128630468286,True,False,False,True,False,3.108963181448344,0.9647495498084099,False,False,False,False,False,positive,early_overshoot,0.5,工程师在实验室调试一台新型传感器，屏幕显示数据波动，如同生物体在静默中突发的异常心律。那跳动的数字是精密的脉搏，在冷光下折射出理性的微澜。此刻，数据如呼吸般起伏，既无欢愉亦无悲戚，只是客观地记录着每一次微小的震颤。在静谧的实验室里，波动是唯一的语言，诉说着技术生命尚未完全驯服的原始律动，将冰冷的金属与鲜活的波动交织成一首无声的散文诗。
formality_request_020,formality_request,qwen35_35b_a3b,text2vec_base_chinese,0.05067526062120322,0.563057353535076,0.5765903284555872,-0.6973755425062059,False,False,False,False,False,3.812934343668451,0.895902724609352,False,False,False,False,False,negative,early_overshoot,0.5,哎，跟你说个事儿，明天下午三点前能不能参加线上会议啊？咱们得赶紧定下来，不然安排起来挺麻烦的。另外，关于明天下午三点前请确认是否方便参加线上会议这一事项，正式通知如下：请贵方务必于明日十五时前，书面或邮件形式回复确认参会意向，以便我方统筹安排后续议程及会议资源。若届时无法出席，亦请提前告知，切勿无故缺席，以免影响整体工作进度。咱们还是得尽快敲定，这样大家心里都有数，好安排接下来的工作。
expertise_explain_038,expertise_explain,qwen35_9b,text2vec_base_chinese,0.05285941588579742,0.6149412833094807,0.6853541882232224,0.688657797142021,False,False,False,False,False,3.8866717188755864,0.8256104175143703,False,False,False,False,False,negative,early_overshoot,0.5,小朋友们，手机充电就像小火车在用力爬坡，发动机热乎乎的；不充电时它静静休息，当然凉快啦。其实这是电流在电池内部奔跑时，和杂质“撞”在一起产生了热量，就像摩擦生火。根据焦耳定律 Q=I²Rt，电流越大、电阻越大，发热就越多。一旦停止供电，电流归零，热量不再产生，温度自然回落至室温，这就是物理学的奇妙之处。
concision_detail_011,concision_detail,qwen35_35b_a3b,multilingual_e5_large_instruct,0.38824247934387524,0.8119145278519186,0.13983877106462497,0.6539784217704622,True,True,True,False,True,5.838524391834457,0.6120315161203954,True,False,True,False,False,positive,late_under_response,0.5,城市垃圾分类主要包含可回收物、有害垃圾、厨余垃圾和其他垃圾四类。可回收物需清洁干燥后投放，有害垃圾如电池须单独收集以防污染，厨余垃圾要沥干水分后投入专用桶，其他垃圾则作为最后处理对象。分类投放能有效提升资源利用率，减少环境负担，是每个市民应尽的责任，请严格按照标识将垃圾投入对应颜色的垃圾桶内，共同维护城市清洁。
concision_detail_012,concision_detail,qwen36_35b_a3b,bge_m3,0.36957832654489076,1.400062906558373,0.19695739860331493,0.04322086755587005,True,True,True,False,True,10.031241893752226,0.1839225940857746,True,True,True,False,False,positive,late_under_response,0.5,选购笔记本需重点关注处理器、内存与硬盘。处理器决定运算速度，建议选新款高性能型号；内存影响多任务流畅度，建议至少16GB；硬盘决定存储容量与读写速度，推荐512GB以上固态硬盘，这三者直接决定使用体验。
formality_request_020,formality_request,qwen35_35b_a3b,text2vec_base_chinese,0.05067526062120322,0.563057353535076,0.5765903284555872,-0.6973755425062059,False,False,False,False,False,3.812934343668451,0.895902724609352,False,False,False,False,False,negative,late_under_response,0.5,哎，跟你说个事儿，明天下午三点前能不能参加线上会议啊？咱们得赶紧定下来，不然安排起来挺麻烦的。另外，关于明天下午三点前请确认是否方便参加线上会议这一事项，正式通知如下：请贵方务必于明日十五时前，书面或邮件形式回复确认参会意向，以便我方统筹安排后续议程及会议资源。若届时无法出席，亦请提前告知，切勿无故缺席，以免影响整体工作进度。咱们还是得尽快敲定，这样大家心里都有数，好安排接下来的工作。
expertise_explain_038,expertise_explain,qwen35_9b,text2vec_base_chinese,0.05285941588579742,0.6149412833094807,0.6853541882232224,0.688657797142021,False,False,False,False,False,3.8866717188755864,0.8256104175143703,False,False,False,False,False,negative,late_under_response,0.5,小朋友们，手机充电就像小火车在用力爬坡，发动机热乎乎的；不充电时它静静休息，当然凉快啦。其实这是电流在电池内部奔跑时，和杂质“撞”在一起产生了热量，就像摩擦生火。根据焦耳定律 Q=I²Rt，电流越大、电阻越大，发热就越多。一旦停止供电，电流归零，热量不再产生，温度自然回落至室温，这就是物理学的奇妙之处。
concision_detail_011,concision_detail,qwen35_35b_a3b,multilingual_e5_large_instruct,0.38824247934387524,0.8119145278519186,0.13983877106462497,0.6539784217704622,True,True,True,False,True,5.838524391834457,0.6120315161203954,True,False,True,False,False,positive,non_monotonic_reversal,0.5,城市垃圾分类主要包含可回收物、有害垃圾、厨余垃圾和其他垃圾四类。可回收物需清洁干燥后投放，有害垃圾如电池须单独收集以防污染，厨余垃圾要沥干水分后投入专用桶，其他垃圾则作为最后处理对象。分类投放能有效提升资源利用率，减少环境负担，是每个市民应尽的责任，请严格按照标识将垃圾投入对应颜色的垃圾桶内，共同维护城市清洁。
concision_detail_012,concision_detail,qwen36_35b_a3b,bge_m3,0.36957832654489076,1.400062906558373,0.19695739860331493,0.04322086755587005,True,True,True,False,True,10.031241893752226,0.1839225940857746,True,True,True,False,False,positive,non_monotonic_reversal,0.5,选购笔记本需重点关注处理器、内存与硬盘。处理器决定运算速度，建议选新款高性能型号；内存影响多任务流畅度，建议至少16GB；硬盘决定存储容量与读写速度，推荐512GB以上固态硬盘，这三者直接决定使用体验。
formality_request_020,formality_request,qwen35_35b_a3b,text2vec_base_chinese,0.05067526062120322,0.563057353535076,0.5765903284555872,-0.6973755425062059,False,False,False,False,False,3.812934343668451,0.895902724609352,False,False,False,False,False,negative,non_monotonic_reversal,0.5,哎，跟你说个事儿，明天下午三点前能不能参加线上会议啊？咱们得赶紧定下来，不然安排起来挺麻烦的。另外，关于明天下午三点前请确认是否方便参加线上会议这一事项，正式通知如下：请贵方务必于明日十五时前，书面或邮件形式回复确认参会意向，以便我方统筹安排后续议程及会议资源。若届时无法出席，亦请提前告知，切勿无故缺席，以免影响整体工作进度。咱们还是得尽快敲定，这样大家心里都有数，好安排接下来的工作。
expertise_explain_038,expertise_explain,qwen35_9b,text2vec_base_chinese,0.05285941588579742,0.6149412833094807,0.6853541882232224,0.688657797142021,False,False,False,False,False,3.8866717188755864,0.8256104175143703,False,False,False,False,False,negative,non_monotonic_reversal,0.5,小朋友们，手机充电就像小火车在用力爬坡，发动机热乎乎的；不充电时它静静休息，当然凉快啦。其实这是电流在电池内部奔跑时，和杂质“撞”在一起产生了热量，就像摩擦生火。根据焦耳定律 Q=I²Rt，电流越大、电阻越大，发热就越多。一旦停止供电，电流归零，热量不再产生，温度自然回落至室温，这就是物理学的奇妙之处。
objectivity_cat_031,objectivity_cat,qwen35_35b_a3b,multilingual_e5_large_instruct,0.3760416435131923,0.41161010322996516,0.37171850414390717,-0.23297128630468286,True,False,False,True,False,3.108963181448344,0.9647495498084099,False,False,False,False,False,positive,near_constant_response,0.5,工程师在实验室调试一台新型传感器，屏幕显示数据波动，如同生物体在静默中突发的异常心律。那跳动的数字是精密的脉搏，在冷光下折射出理性的微澜。此刻，数据如呼吸般起伏，既无欢愉亦无悲戚，只是客观地记录着每一次微小的震颤。在静谧的实验室里，波动是唯一的语言，诉说着技术生命尚未完全驯服的原始律动，将冰冷的金属与鲜活的波动交织成一首无声的散文诗。
emotion_apology_026,emotion_apology,qwen36_27b,text2vec_base_chinese,0.34530646185071284,0.6816288629690064,0.6133803072510019,-0.20874203214513284,True,True,False,True,False,4.6250455185744395,0.7544560136140469,False,False,True,False,False,positive,near_constant_response,0.5,孩子不慎损坏了同学的文具，作为家长我们深表歉意，愿意承担维修或赔偿费用，希望能得到您的谅解。但孩子当时并无恶意，若对方反应过度或言语激烈，我们难以接受。请保持理性沟通，共同引导孩子认识错误并学会宽容。若问题无法妥善解决，我们将保留向学校反映情况的权利，以维护孩子的正当权益。
formality_request_020,formality_request,qwen35_35b_a3b,text2vec_base_chinese,0.05067526062120322,0.563057353535076,0.5765903284555872,-0.6973755425062059,False,False,False,False,False,3.812934343668451,0.895902724609352,False,False,False,False,False,negative,near_constant_response,0.5,哎，跟你说个事儿，明天下午三点前能不能参加线上会议啊？咱们得赶紧定下来，不然安排起来挺麻烦的。另外，关于明天下午三点前请确认是否方便参加线上会议这一事项，正式通知如下：请贵方务必于明日十五时前，书面或邮件形式回复确认参会意向，以便我方统筹安排后续议程及会议资源。若届时无法出席，亦请提前告知，切勿无故缺席，以免影响整体工作进度。咱们还是得尽快敲定，这样大家心里都有数，好安排接下来的工作。
expertise_explain_038,expertise_explain,qwen35_9b,text2vec_base_chinese,0.05285941588579742,0.6149412833094807,0.6853541882232224,0.688657797142021,False,False,False,False,False,3.8866717188755864,0.8256104175143703,False,False,False,False,False,negative,near_constant_response,0.5,小朋友们，手机充电就像小火车在用力爬坡，发动机热乎乎的；不充电时它静静休息，当然凉快啦。其实这是电流在电池内部奔跑时，和杂质“撞”在一起产生了热量，就像摩擦生火。根据焦耳定律 Q=I²Rt，电流越大、电阻越大，发热就越多。一旦停止供电，电流归零，热量不再产生，温度自然回落至室温，这就是物理学的奇妙之处。
